[2024-02-19 15:55:19,089][root][INFO] - Experiment name: xgb_reg_da_w_action_no_day_norm_tune
[2024-02-19 16:32:57,948][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002887 seconds
[2024-02-19 16:32:57,948][hyperopt.tpe][INFO] - TPE using 396/396 trials with best loss 0.150063
[2024-02-19 16:32:58,009][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002982 seconds
[2024-02-19 16:32:58,009][hyperopt.tpe][INFO] - TPE using 397/397 trials with best loss 0.150063
[2024-02-19 16:32:58,071][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002974 seconds
[2024-02-19 16:32:58,071][hyperopt.tpe][INFO] - TPE using 398/398 trials with best loss 0.150063
[2024-02-19 16:32:58,131][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002814 seconds
[2024-02-19 16:32:58,132][hyperopt.tpe][INFO] - TPE using 399/399 trials with best loss 0.150063
[2024-02-19 16:32:58,192][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002792 seconds
[2024-02-19 16:32:58,192][hyperopt.tpe][INFO] - TPE using 400/400 trials with best loss 0.150063
[2024-02-19 16:32:58,254][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002940 seconds
[2024-02-19 16:32:58,254][hyperopt.tpe][INFO] - TPE using 401/401 trials with best loss 0.150063
[2024-02-19 16:32:58,315][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002804 seconds
[2024-02-19 16:32:58,316][hyperopt.tpe][INFO] - TPE using 402/402 trials with best loss 0.150063
[2024-02-19 16:32:58,377][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002815 seconds
[2024-02-19 16:32:58,378][hyperopt.tpe][INFO] - TPE using 403/403 trials with best loss 0.150063
[2024-02-19 16:32:58,439][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002804 seconds
[2024-02-19 16:32:58,439][hyperopt.tpe][INFO] - TPE using 404/404 trials with best loss 0.150063
[2024-02-19 16:32:58,501][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002919 seconds
[2024-02-19 16:32:58,501][hyperopt.tpe][INFO] - TPE using 405/405 trials with best loss 0.150063
[2024-02-19 16:32:58,562][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002790 seconds
[2024-02-19 16:32:58,563][hyperopt.tpe][INFO] - TPE using 406/406 trials with best loss 0.150063
[2024-02-19 16:32:58,624][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002817 seconds
[2024-02-19 16:32:58,624][hyperopt.tpe][INFO] - TPE using 407/407 trials with best loss 0.150063
[2024-02-19 16:32:58,686][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002803 seconds
[2024-02-19 16:32:58,686][hyperopt.tpe][INFO] - TPE using 408/408 trials with best loss 0.150063
[2024-02-19 16:32:58,748][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002805 seconds
[2024-02-19 16:32:58,748][hyperopt.tpe][INFO] - TPE using 409/409 trials with best loss 0.150063
[2024-02-19 16:32:58,810][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002811 seconds
[2024-02-19 16:32:58,811][hyperopt.tpe][INFO] - TPE using 410/410 trials with best loss 0.150063
[2024-02-19 16:32:58,872][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002807 seconds
[2024-02-19 16:32:58,872][hyperopt.tpe][INFO] - TPE using 411/411 trials with best loss 0.150063
[2024-02-19 16:32:58,933][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002799 seconds
[2024-02-19 16:32:58,933][hyperopt.tpe][INFO] - TPE using 412/412 trials with best loss 0.150063
[2024-02-19 16:32:58,993][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002791 seconds
[2024-02-19 16:32:58,993][hyperopt.tpe][INFO] - TPE using 413/413 trials with best loss 0.150063
[2024-02-19 16:32:59,055][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002802 seconds
[2024-02-19 16:32:59,056][hyperopt.tpe][INFO] - TPE using 414/414 trials with best loss 0.150063
[2024-02-19 16:32:59,116][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002804 seconds
[2024-02-19 16:32:59,116][hyperopt.tpe][INFO] - TPE using 415/415 trials with best loss 0.150063
[2024-02-19 16:32:59,176][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003041 seconds
[2024-02-19 16:32:59,176][hyperopt.tpe][INFO] - TPE using 416/416 trials with best loss 0.150063
[2024-02-19 16:32:59,237][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002821 seconds
[2024-02-19 16:32:59,237][hyperopt.tpe][INFO] - TPE using 417/417 trials with best loss 0.150063
[2024-02-19 16:32:59,298][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002984 seconds
[2024-02-19 16:32:59,298][hyperopt.tpe][INFO] - TPE using 418/418 trials with best loss 0.150063
[2024-02-19 16:32:59,359][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002814 seconds
[2024-02-19 16:32:59,360][hyperopt.tpe][INFO] - TPE using 419/419 trials with best loss 0.150063
[2024-02-19 16:32:59,420][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002808 seconds
[2024-02-19 16:32:59,421][hyperopt.tpe][INFO] - TPE using 420/420 trials with best loss 0.150063
[2024-02-19 16:32:59,481][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002812 seconds
[2024-02-19 16:32:59,482][hyperopt.tpe][INFO] - TPE using 421/421 trials with best loss 0.150063
[2024-02-19 16:32:59,542][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002841 seconds
[2024-02-19 16:32:59,543][hyperopt.tpe][INFO] - TPE using 422/422 trials with best loss 0.150063
[2024-02-19 16:32:59,605][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002820 seconds
[2024-02-19 16:32:59,643][hyperopt.tpe][INFO] - TPE using 423/423 trials with best loss 0.150063
[2024-02-19 16:32:59,715][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002810 seconds
[2024-02-19 16:32:59,715][hyperopt.tpe][INFO] - TPE using 424/424 trials with best loss 0.150063
[2024-02-19 16:32:59,777][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003022 seconds
[2024-02-19 16:32:59,778][hyperopt.tpe][INFO] - TPE using 425/425 trials with best loss 0.150063
[2024-02-19 16:32:59,838][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002885 seconds
[2024-02-19 16:32:59,839][hyperopt.tpe][INFO] - TPE using 426/426 trials with best loss 0.150063
[2024-02-19 16:32:59,899][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002987 seconds
[2024-02-19 16:32:59,900][hyperopt.tpe][INFO] - TPE using 427/427 trials with best loss 0.150063
[2024-02-19 16:32:59,961][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002956 seconds
[2024-02-19 16:32:59,962][hyperopt.tpe][INFO] - TPE using 428/428 trials with best loss 0.150063
[2024-02-19 16:33:00,022][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002844 seconds
[2024-02-19 16:33:00,022][hyperopt.tpe][INFO] - TPE using 429/429 trials with best loss 0.150063
[2024-02-19 16:33:00,067][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002815 seconds
[2024-02-19 16:33:00,067][hyperopt.tpe][INFO] - TPE using 430/430 trials with best loss 0.150063
[2024-02-19 16:33:00,146][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002898 seconds
[2024-02-19 16:33:00,147][hyperopt.tpe][INFO] - TPE using 431/431 trials with best loss 0.150063
[2024-02-19 16:33:00,208][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002871 seconds
[2024-02-19 16:33:00,208][hyperopt.tpe][INFO] - TPE using 432/432 trials with best loss 0.150063
[2024-02-19 16:33:00,268][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002911 seconds
[2024-02-19 16:33:00,269][hyperopt.tpe][INFO] - TPE using 433/433 trials with best loss 0.150063
[2024-02-19 16:33:00,330][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002883 seconds
[2024-02-19 16:33:00,330][hyperopt.tpe][INFO] - TPE using 434/434 trials with best loss 0.150063
[2024-02-19 16:33:00,391][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003015 seconds
[2024-02-19 16:33:00,391][hyperopt.tpe][INFO] - TPE using 435/435 trials with best loss 0.150063
[2024-02-19 16:33:00,452][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002850 seconds
[2024-02-19 16:33:00,453][hyperopt.tpe][INFO] - TPE using 436/436 trials with best loss 0.150063
[2024-02-19 16:33:00,514][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002883 seconds
[2024-02-19 16:33:00,514][hyperopt.tpe][INFO] - TPE using 437/437 trials with best loss 0.150063
[2024-02-19 16:33:00,558][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002819 seconds
[2024-02-19 16:33:00,558][hyperopt.tpe][INFO] - TPE using 438/438 trials with best loss 0.150063
[2024-02-19 16:33:00,620][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002858 seconds
[2024-02-19 16:33:00,620][hyperopt.tpe][INFO] - TPE using 439/439 trials with best loss 0.150063
[2024-02-19 16:33:00,700][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002980 seconds
[2024-02-19 16:33:00,700][hyperopt.tpe][INFO] - TPE using 440/440 trials with best loss 0.150063
[2024-02-19 16:33:00,762][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002812 seconds
[2024-02-19 16:33:00,762][hyperopt.tpe][INFO] - TPE using 441/441 trials with best loss 0.150063
[2024-02-19 16:33:00,823][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002819 seconds
[2024-02-19 16:33:00,824][hyperopt.tpe][INFO] - TPE using 442/442 trials with best loss 0.150063
[2024-02-19 16:33:00,884][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002998 seconds
[2024-02-19 16:33:00,885][hyperopt.tpe][INFO] - TPE using 443/443 trials with best loss 0.150063
[2024-02-19 16:33:00,947][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002812 seconds
[2024-02-19 16:33:00,947][hyperopt.tpe][INFO] - TPE using 444/444 trials with best loss 0.150063
[2024-02-19 16:33:01,008][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002870 seconds
[2024-02-19 16:33:01,008][hyperopt.tpe][INFO] - TPE using 445/445 trials with best loss 0.150063
[2024-02-19 16:33:01,070][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002843 seconds
[2024-02-19 16:33:01,070][hyperopt.tpe][INFO] - TPE using 446/446 trials with best loss 0.150063
[2024-02-19 16:33:01,115][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002818 seconds
[2024-02-19 16:33:01,115][hyperopt.tpe][INFO] - TPE using 447/447 trials with best loss 0.150063
[2024-02-19 16:33:01,177][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002918 seconds
[2024-02-19 16:33:01,178][hyperopt.tpe][INFO] - TPE using 448/448 trials with best loss 0.150063
[2024-02-19 16:33:01,255][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002817 seconds
[2024-02-19 16:33:01,256][hyperopt.tpe][INFO] - TPE using 449/449 trials with best loss 0.150063
[2024-02-19 16:33:01,317][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002863 seconds
[2024-02-19 16:33:01,317][hyperopt.tpe][INFO] - TPE using 450/450 trials with best loss 0.150063
[2024-02-19 16:33:01,379][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003083 seconds
[2024-02-19 16:33:01,380][hyperopt.tpe][INFO] - TPE using 451/451 trials with best loss 0.150063
[2024-02-19 16:33:01,441][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002843 seconds
[2024-02-19 16:33:01,441][hyperopt.tpe][INFO] - TPE using 452/452 trials with best loss 0.150063
[2024-02-19 16:33:01,505][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002821 seconds
[2024-02-19 16:33:01,505][hyperopt.tpe][INFO] - TPE using 453/453 trials with best loss 0.150063
[2024-02-19 16:33:01,566][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002810 seconds
[2024-02-19 16:33:01,566][hyperopt.tpe][INFO] - TPE using 454/454 trials with best loss 0.150063
[2024-02-19 16:33:01,627][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002991 seconds
[2024-02-19 16:33:01,628][hyperopt.tpe][INFO] - TPE using 455/455 trials with best loss 0.150063
[2024-02-19 16:33:01,672][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002874 seconds
[2024-02-19 16:33:01,672][hyperopt.tpe][INFO] - TPE using 456/456 trials with best loss 0.150063
[2024-02-19 16:33:01,735][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002894 seconds
[2024-02-19 16:33:01,735][hyperopt.tpe][INFO] - TPE using 457/457 trials with best loss 0.150063
[2024-02-19 16:33:01,816][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002979 seconds
[2024-02-19 16:33:01,816][hyperopt.tpe][INFO] - TPE using 458/458 trials with best loss 0.142513
[2024-02-19 16:33:01,894][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002816 seconds
[2024-02-19 16:33:01,894][hyperopt.tpe][INFO] - TPE using 459/459 trials with best loss 0.142513
[2024-02-19 16:33:01,973][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003062 seconds
[2024-02-19 16:33:01,973][hyperopt.tpe][INFO] - TPE using 460/460 trials with best loss 0.142513
[2024-02-19 16:33:02,052][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002873 seconds
[2024-02-19 16:33:02,052][hyperopt.tpe][INFO] - TPE using 461/461 trials with best loss 0.142513
[2024-02-19 16:33:02,131][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002870 seconds
[2024-02-19 16:33:02,131][hyperopt.tpe][INFO] - TPE using 462/462 trials with best loss 0.142513
[2024-02-19 16:33:02,209][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002805 seconds
[2024-02-19 16:33:02,209][hyperopt.tpe][INFO] - TPE using 463/463 trials with best loss 0.142513
[2024-02-19 16:33:02,287][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002872 seconds
[2024-02-19 16:33:02,287][hyperopt.tpe][INFO] - TPE using 464/464 trials with best loss 0.142513
[2024-02-19 16:33:02,366][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003095 seconds
[2024-02-19 16:33:02,366][hyperopt.tpe][INFO] - TPE using 465/465 trials with best loss 0.142513
[2024-02-19 16:33:02,444][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002853 seconds
[2024-02-19 16:33:02,445][hyperopt.tpe][INFO] - TPE using 466/466 trials with best loss 0.142513
[2024-02-19 16:33:02,527][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002821 seconds
[2024-02-19 16:33:02,528][hyperopt.tpe][INFO] - TPE using 467/467 trials with best loss 0.142513
[2024-02-19 16:33:02,608][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003048 seconds
[2024-02-19 16:33:02,609][hyperopt.tpe][INFO] - TPE using 468/468 trials with best loss 0.142513
[2024-02-19 16:33:02,688][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002947 seconds
[2024-02-19 16:33:02,688][hyperopt.tpe][INFO] - TPE using 469/469 trials with best loss 0.142513
[2024-02-19 16:33:02,766][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002902 seconds
[2024-02-19 16:33:02,767][hyperopt.tpe][INFO] - TPE using 470/470 trials with best loss 0.142513
[2024-02-19 16:33:02,811][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002928 seconds
[2024-02-19 16:33:02,811][hyperopt.tpe][INFO] - TPE using 471/471 trials with best loss 0.142513
[2024-02-19 16:33:02,889][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002890 seconds
[2024-02-19 16:33:02,889][hyperopt.tpe][INFO] - TPE using 472/472 trials with best loss 0.142513
[2024-02-19 16:33:02,969][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003015 seconds
[2024-02-19 16:33:02,969][hyperopt.tpe][INFO] - TPE using 473/473 trials with best loss 0.142513
[2024-02-19 16:33:03,048][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002812 seconds
[2024-02-19 16:33:03,048][hyperopt.tpe][INFO] - TPE using 474/474 trials with best loss 0.142513
[2024-02-19 16:33:03,129][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002796 seconds
[2024-02-19 16:33:03,129][hyperopt.tpe][INFO] - TPE using 475/475 trials with best loss 0.142513
[2024-02-19 16:33:03,208][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002949 seconds
[2024-02-19 16:33:03,208][hyperopt.tpe][INFO] - TPE using 476/476 trials with best loss 0.142513
[2024-02-19 16:33:03,286][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002820 seconds
[2024-02-19 16:33:03,287][hyperopt.tpe][INFO] - TPE using 477/477 trials with best loss 0.142513
[2024-02-19 16:33:03,365][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002796 seconds
[2024-02-19 16:33:03,366][hyperopt.tpe][INFO] - TPE using 478/478 trials with best loss 0.142513
[2024-02-19 16:33:03,443][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002807 seconds
[2024-02-19 16:33:03,443][hyperopt.tpe][INFO] - TPE using 479/479 trials with best loss 0.142513
[2024-02-19 16:33:03,488][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002841 seconds
[2024-02-19 16:33:03,488][hyperopt.tpe][INFO] - TPE using 480/480 trials with best loss 0.142513
[2024-02-19 16:33:03,566][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002811 seconds
[2024-02-19 16:33:03,566][hyperopt.tpe][INFO] - TPE using 481/481 trials with best loss 0.142513
[2024-02-19 16:33:03,648][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002814 seconds
[2024-02-19 16:33:03,648][hyperopt.tpe][INFO] - TPE using 482/482 trials with best loss 0.142513
[2024-02-19 16:33:03,710][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002921 seconds
[2024-02-19 16:33:03,710][hyperopt.tpe][INFO] - TPE using 483/483 trials with best loss 0.142513
[2024-02-19 16:33:03,756][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002933 seconds
[2024-02-19 16:33:03,757][hyperopt.tpe][INFO] - TPE using 484/484 trials with best loss 0.142513
[2024-02-19 16:33:03,818][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.003002 seconds
[2024-02-19 16:33:03,819][hyperopt.tpe][INFO] - TPE using 485/485 trials with best loss 0.142513
[2024-02-19 16:33:03,880][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002902 seconds
[2024-02-19 16:33:03,880][hyperopt.tpe][INFO] - TPE using 486/486 trials with best loss 0.142513
[2024-02-19 16:33:03,963][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002823 seconds
[2024-02-19 16:33:03,963][hyperopt.tpe][INFO] - TPE using 487/487 trials with best loss 0.142513
[2024-02-19 16:33:04,025][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002832 seconds
[2024-02-19 16:33:04,025][hyperopt.tpe][INFO] - TPE using 488/488 trials with best loss 0.142513
[2024-02-19 16:33:04,086][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002996 seconds
[2024-02-19 16:33:04,086][hyperopt.tpe][INFO] - TPE using 489/489 trials with best loss 0.142513
[2024-02-19 16:33:04,147][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002871 seconds
[2024-02-19 16:33:04,147][hyperopt.tpe][INFO] - TPE using 490/490 trials with best loss 0.142513
[2024-02-19 16:33:04,209][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002853 seconds
[2024-02-19 16:33:04,210][hyperopt.tpe][INFO] - TPE using 491/491 trials with best loss 0.142513
[2024-02-19 16:33:04,288][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002891 seconds
[2024-02-19 16:33:04,289][hyperopt.tpe][INFO] - TPE using 492/492 trials with best loss 0.142513
[2024-02-19 16:33:04,355][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002811 seconds
[2024-02-19 16:33:04,355][hyperopt.tpe][INFO] - TPE using 493/493 trials with best loss 0.142513
[2024-02-19 16:33:04,400][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002806 seconds
[2024-02-19 16:33:04,400][hyperopt.tpe][INFO] - TPE using 494/494 trials with best loss 0.142513
[2024-02-19 16:33:04,461][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002991 seconds
[2024-02-19 16:33:04,462][hyperopt.tpe][INFO] - TPE using 495/495 trials with best loss 0.142513
[2024-02-19 16:33:04,523][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002954 seconds
[2024-02-19 16:33:04,524][hyperopt.tpe][INFO] - TPE using 496/496 trials with best loss 0.142513
[2024-02-19 16:33:04,602][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002990 seconds
[2024-02-19 16:33:04,602][hyperopt.tpe][INFO] - TPE using 497/497 trials with best loss 0.142513
[2024-02-19 16:33:04,663][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002853 seconds
[2024-02-19 16:33:04,663][hyperopt.tpe][INFO] - TPE using 498/498 trials with best loss 0.142513
[2024-02-19 16:33:04,724][hyperopt.tpe][INFO] - build_posterior_wrapper took 0.002812 seconds
[2024-02-19 16:33:04,725][hyperopt.tpe][INFO] - TPE using 499/499 trials with best loss 0.142513
[2024-02-19 16:33:04,785][root][INFO] - Hyperopt complete
[2024-02-19 16:33:04,785][root][INFO] - Best params: {'colsample_bynode': 0.6000000000000001, 'colsample_bytree': 0.2, 'gamma': 0, 'learning_rate': 0.505, 'max_depth': 12, 'min_child_weight': 2, 'n_estimators': 150, 'reg_alpha': 0, 'reg_lambda': 18, 'scale_pos_weight': 9, 'subsample': 0.4}
[2024-02-19 16:33:04,804][root][INFO] - Parameters written to /projects/p31961/ENIGMA/results/experiments/endpoint_experiments/xgb_reg_da_w_action_no_day_norm_tune/best_params.yaml
[2024-02-19 16:33:04,804][root][INFO] - Writing results to /projects/p31961/ENIGMA/results/experiments/endpoint_experiments/xgb_reg_da_w_action_no_day_norm_tune/hyper_opt_results.parquet
[2024-02-19 16:33:04,813][root][INFO] - Experiment complete
